sub4	2025	2024	2023	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925
sri-lanka--route-broad-gauge						1,648	1,652	1,574	1,461	1,461	1,449	1,449	1,448	1,448	1,448	1,153	1,150	1,143	1,143	1,143	1,127	1,128	1,390	1,390	1,390	1,404																																																																											
sri-lanka--main-stations-broad-gauge						182	182	179	179	174	174	168	174	183	183	172	172	172	172	172	151	142	160	160	160	161																																																																											
sri-lanka--sub-stations-broad-gauge						165	165	163	161	162	162	194	164	160	160	162	162	161	161	161	144	130	147	146	144	141																																																																											
sri-lanka--passenger-kilometers-all-island						3,905.60	7,310	7,709.50	7,495.10	7,413.10	7,407.40	6,841.90	6,257.90	5,039.40	4,574.10	4,352.80	4,594.80	4,681.30	4,766.80	4,321	4,357.90	4,684.00	4,627.00	4,079.00	3,979.00	3,208																																																																											
sri-lanka--operated-kilometers-all-island						3.70	11.70	11.60	11.20	11.50	11.30	11.10	10.90	10.60	10	9.80	9.70	9.30	9.70	8.80	7.60	7.60	8.30	8.50	8.90	8.50																																																																											
sri-lanka--freight-tonne-kilometers-all-island						114.40	115.60	119.80	144.80	139.90	130.00	130.40	128.20	143.40	153.80	162.80	113.80	120.60	133.20	138.00	135.00	134.00	129.00	131.00	109.00	88.00																																																																											
