sub4	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
gde-constant-(2010)-prices-hh-cons.-by-coicop-housing,-water,-electricity,-gas-and-other-fuels			950,599.60	936,260.90	912,201.20	857,121.73	757,756.80	662,461.67	585,398.64	543,514.20	513,163.36	475,014.76	434,569.69																																																																																								
gde-constant-(2010)-prices-hh-cons.-by-coicop-furnishings,-household-equipment-and-routine-hou			83,200.50	84,417.90	87,273.90	85,130.79	95,559.83	73,745.61	76,436.89	70,950.12	82,670.28	88,966.75	66,947.41																																																																																								
gde-constant-(2010)-prices-hh-cons.-by-coicop-health			152,004.20	147,197.10	143,535.60	141,988.29	157,850.85	156,561.66	155,802.12	166,927.44	196,429.79	189,894.56	132,203.31																																																																																								
gde-constant-(2010)-prices-hh-cons.-by-coicop-communication			81,486.20	70,962.20	73,917.10	76,025.27	77,247.34	74,273.81	62,826.20	61,308.03	57,240.36	49,046.06	45,521.76																																																																																								
gde-constant-(2010)-prices-hh-cons.-by-coicop-education			83,936.10	79,403.80	83,629.60	83,011.68	87,537.36	93,350.83	117,303.78	100,602.64	100,618.13	86,068.83	73,577.60																																																																																								
gde-constant-(2010)-prices-hh-cons.-by-coicop-direct-purchases-abroad-by-residents			93,022.60	201,869.50	190,237.30	178,522.35	176,419.50	160,918.87	138,984.10	133,516.39	84,510.43	57,423.08	55,551.00																																																																																								
gde-constant-(2010)-prices-hh-cons.-by-coicop-direct-purchases-in-domestic-market-by-non-resid			113,961.60	428,018.80	485,188.20	423,673.78	389,470.02	323,594.19	255,604.13	184,749.18	118,117.39	90,727.88	67,355.00																																																																																								
gde-constant-(2010)-prices-govt.-collective-final-cons.-by-cofog-general-public-services			98,500.30	99,507.50	130,847.80	75,055.77	62,789.26	67,167.59	51,615.55	49,123.54	50,367.99	43,601.13	43,198.77																																																																																								
gde-constant-(2010)-prices-govt.-collective-final-cons.-by-cofog-defense			135,414.70	136,572.60	115,169.90	144,104.62	161,938.92	178,691.53	176,120.69	156,808.81	165,365.13	160,167.38	160,991.62																																																																																								
gde-constant-(2010)-prices-govt.-collective-final-cons.-by-cofog-public-order-and-safety			56,716.20	43,949.30	40,137.40	47,256.48	50,231.88	45,884.71	44,097.69	39,953.63	40,298.51	37,814.90	44,182.68																																																																																								
gde-constant-(2010)-prices-govt.-collective-final-cons.-by-cofog-economic-affairs			45,778.30	42,865.30	43,508.20	54,483.31	57,151.99	47,130.31	50,626.39	46,860.03	46,217.59	40,901.30	40,335.65																																																																																								
gde-constant-(2010)-prices-govt.-collective-final-cons.-by-cofog-environmental-protection			807.00	1,985.70	1,922.50	2,474.02	2,554.46	2,633.28	661.42	533.96	568.74	522.19	487.02																																																																																								
gde-constant-(2010)-prices-govt.-collective-final-cons.-by-cofog-housing-and-community-ameniti			856.00	2,417.20	386.30	782.71	503.58	582.81	474.60	476.13	541.40	444.99	312.50																																																																																								
gde-constant-(2010)-prices-govt.-individual-final-cons.-by-cofog-health			124,304.20	113,406.50	81,150.50	90,739.66	100,064.61	96,180.09	85,048.87	79,055.27	69,992.49	66,079.13	65,103.69																																																																																								
gde-constant-(2010)-prices-govt.-collective-final-cons.-by-cofog-recreation,-culture-and-relig			3,469.40	3,014.90	3,119.00	3,909.89	2,478.70	2,613.41	5,620.27	4,660.95	5,237.11	4,687.33	4,367.80																																																																																								
gde-constant-(2010)-prices-govt.-individual-final-cons.-by-cofog-education			119,435.20	118,398.40	88,307.80	106,559.96	117,898.31	116,977.25	93,556.89	91,278.09	88,584.70	89,358.36	89,660.05																																																																																								
gde-constant-(2010)-prices-govt.-collective-final-cons.-by-cofog-social-protection			123,520.50	117,009.50	96,312.00	107,658.75	117,788.50	100,531.14	89,435.75	94,828.81	95,878.50	87,371.62	93,690.16																																																																																								
