sub4	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
private-savings-at-current-prices-(2002-series)									2,196,187.24	1,801,394.19	1,362,223.26	1,064,261.58	1,199,730.71	1,047,453.52	700,048.63	686,683.43	568,992.00	502,584.00	421,785.00	349,610.00	330,927.00																																																																																
national-savings-at-current-prices-(2002-series)									2,641,559.53	2,236,253.46	1,816,384.23	1,448,393.26	1,424,024.51	1,148,305.32	784,277.73	834,928.43	656,301.50	583,473.00	459,520.00	391,249.00	342,863.00																																																																																
gde-current-mp-(2010-series)-gcf-gross-fixed-capital-formation-(gfcf)-by-asset			3,809,794.30	4,070,434.40	3,763,859.00	3,516,740.81	3,210,061.24	2,814,288.46	2,874,377.37	2,809,789.35	2,533,056.38	1,896,225.41	1,522,846.96																																																																																								
gde-current-mp-(2010-series)-gcf-gfcf-construction			1,628,809.20	1,798,989.90	1,672,160.40	1,547,231.56	1,368,927.96	1,160,409.80	1,250,116.48	1,254,492.55	1,088,969.23	791,977.62	589,707.83																																																																																								
gde-current-mp-(2010-series)-gcf-gfcf-machinery-and-equipment-and-weapons-systems			1,521,378.20	1,593,066.10	1,453,527.50	1,381,680.14	1,292,497.79	1,152,228.90	1,135,485.78	1,111,165.69	1,045,311.10	802,850.30	678,656.22																																																																																								
gde-current-mp-(2010-series)-gcf-gfcf-transport-equipment			522,252.20	553,820.00	526,945.70	489,271.79	460,137.43	420,229.24	415,651.75	378,368.10	343,971.00	254,982.21	215,356.59																																																																																								
gde-current-mp-(2010-series)-gcf-gfcf-information-and-communication-technology-equipment			81,721.20	71,061.90	60,221.90	52,005.13	46,828.45	42,114.28	36,347.06	32,270.81	24,804.62	20,879.31	16,797.51																																																																																								
gde-current-mp-(2010-series)-gcf-gfcf-cultivated-biological-resources			11,506.40	10,403.60	10,540.70	9,599.88	8,190.60	8,239.36	7,626.61	6,760.64	5,982.86	5,865.55	5,013.29																																																																																								
gde-current-mp-(2010-series)-gcf-gfcf-intellectual-property-products			44,127.10	43,092.90	40,462.80	36,952.31	33,479.01	31,066.89	29,149.69	26,731.56	24,017.58	19,670.42	17,315.51																																																																																								
gde-current-mp-(2010-series)-gcf-gfcf-changes-in-inventories-and-acquisition-less-disposals			-31,312.30	-40,239.70	502,193.90	694,256.39	131,109.40	600,267.09	473,260.30	379,536.20	877,454.40	512,347.98	423,860.00																																																																																								
gde-current-mp-(2010-series)-hh-cons.-by-coicop-actual-household-(hh)-final-consumption-expend			11,150,282.80	10,960,961.50	10,147,692.20	9,297,792.05	8,842,169.06	7,695,294.75	7,242,342.22	6,709,902.53	5,880,012.28	5,326,330.35	4,544,978.84																																																																																								
gde-current-mp-(2010-series)-hh-cons.-by-coicop-food-and-non-alcoholic-beverages			3,271,821.60	2,933,327.30	2,859,216.50	2,638,074.38	2,881,218.67	2,337,709.86	1,796,837.29	1,705,716.09	1,493,620.46	1,560,394.75	1,252,042.76																																																																																								
gde-current-mp-(2010-series)-hh-cons.-by-coicop-alcoholic-beverages,-tobacco-and-narcotics			360,780.50	375,780.90	342,000.90	303,621.28	151,916.05	141,465.85	132,665.05	121,723.90	111,239.82	189,844.20	168,024.40																																																																																								
gde-current-mp-(2010-series)-hh-cons.-by-coicop-clothing-and-footwear			382,429.00	440,521.90	399,931.70	366,878.08	419,048.63	401,991.01	275,522.25	280,408.92	239,492.64	272,085.30	265,839.62																																																																																								
gde-current-mp-(2010-series)-hh-cons.-by-coicop-furnishings,-household-equipment-and-routine-h			105,279.30	107,535.60	104,595.40	94,647.69	127,438.00	94,717.02	90,709.09	82,313.23	92,229.03	92,847.85	66,947.41																																																																																								
