sub4	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
total-assets-market-share			87.50	87.40	87.90	86.70	87	86	84	84.50	85.40	84.20	83.80	83.20	83.80	83.80	83.40	82.10	78.90	78.00	78.40	78.50	79.00	77.00	77.50																																																																												
total-number-of-banks			24	26	26	25	25	25	25	24	24	24	22	22	22																																																																																						
total-number-of-branches			2,916	2,907	2,876	2,855	2,974	2,915	2,884	2,792	2,719	2,601	2,365	2,201	2,064																																																																																						
total-number-of-other-banking-outlets			3,787	3,783	2,870	2,870	2,870	2,870	2,871	2,864	2,856	2,791	2,787	2,788	2,684																																																																																						
total-number-of-atms			5,744	5,158	4,643	4,086	0	0	0	0	0	0	0	0	0																																																																																						
