sub4	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
marine--all-island			326,930	415,490	439,370	449,440	456,990	452,890	459,300	445,930	417,220	385,270	332,260	293,170	274,630	252,670	215,980	130,400	253,190	254,680	274,760	254,890	267,680																																																																														
inland--all-island			101,810	90,340	87,690	81,870	73,930	67,300	75,750	66,910	68,950	59,560	52,410	46,560	44,490	38,380	35,290	32,830	33,180	30,280	28,130	29,870	36,700																																																																														
total			428,740	505,830	527,060	531,310	530,920	520,190	535,050	512,840	486,170	444,830	384,670	339,730	319,120	291,050	251,270	163,230	286,370	284,960	302,890	284,760	304,380																																																																														
